Tree.name,Species,Median_S_upper,Median_diff_upper,Species,Median_S_median,Median_diff_median,Species,Median_S_lower,Median_diff_lower,Summer_range,Diff_ratio_upper,Diff_ratio_median,Diff_ratio_lower
Megalaima_franklinii,Golden-throated Barbet,2359.5,-27.8,Golden-throated Barbet,1666,-73,Golden-throated Barbet,383.6,-79.5,1975.9,-0.011782157,-0.043817527,-0.207247132
Megalaima_haemacephala,Coppersmith Barbet,1295,-7,Coppersmith Barbet,936,650.5,Coppersmith Barbet,98,14.7,1197,-0.005405405,0.694978632,0.15
Megalaima_lineata,Lineated Barbet,520.45,54.025,Lineated Barbet,185,10,Lineated Barbet,76,-6.5,444.45,0.1038044,0.054054054,-0.085526316
Megalaima_virens,Great Barbet,2540,93.55,Great Barbet,1425,-73,Great Barbet,436.175,128,2103.825,0.036830709,-0.05122807,0.293460194
Melanochlora_sultanea,Sultan Tit,1916.5,177.5,Sultan Tit,993,191.5,Sultan Tit,226.15,84.15,1690.35,0.092616749,0.19284995,0.372098165
Merops_orientalis,Green Bee-eater,566.1,197.2,Green Bee-eater,165.5,-21,Green Bee-eater,83.85,3.9,482.25,0.348348348,-0.126888218,0.046511628
Minla_cyanouroptera,Blue-winged Minla,2554.6,372.575,Blue-winged Minla,1764.5,300.5,Blue-winged Minla,714,427.9,1840.6,0.145844751,0.170303202,0.59929972
Minla_ignotincta,Red-tailed Minla,3116,526.625,Red-tailed Minla,2074,335,Red-tailed Minla,996.85,342.275,2119.15,0.169006739,0.161523626,0.343356573
Minla_strigula,Chestnut-tailed Minla,3390.2,666.45,Chestnut-tailed Minla,2677,453.75,Chestnut-tailed Minla,1739,205.35,1651.2,0.196581323,0.16949944,0.118085106
Monticola_rufiventris,Chestnut-bellied Rock-Thrush,3434,583.925,Chestnut-bellied Rock-Thrush,2501,931,Chestnut-bellied Rock-Thrush,1250.375,908.2,2183.625,0.170042225,0.3722511,0.726342097
Monticola_solitarius,Blue Rock-Thrush,2642.45,423.875,Blue Rock-Thrush,906,325.5,Blue Rock-Thrush,166,46.275,2476.45,0.160409847,0.359271523,0.27876506
Myophonus_caeruleus,Blue Whistling-Thrush,3269.1,192.775,Blue Whistling-Thrush,1974,210.75,Blue Whistling-Thrush,555.95,237.3,2713.15,0.058968829,0.106762918,0.426836946
Nectarinia_asiatica,Purple Sunbird,1252.6,-410.6,Purple Sunbird,981,731,Purple Sunbird,85.6,5.5,1167,-0.32779818,0.745158002,0.064252336
Niltava_grandis,Large Niltava,2440.2,107.675,Large Niltava,1783,68.25,Large Niltava,806.85,627.85,1633.35,0.044125482,0.038278183,0.778149594
Niltava_macgrigoriae,Small Niltava,2356.75,557.45,Small Niltava,1586,772.5,Small Niltava,389.8,247.575,1966.95,0.236533362,0.487074401,0.635133402
Niltava_sundara,Rufous-bellied Niltava,2929.4,209.175,Rufous-bellied Niltava,1993,1103,Rufous-bellied Niltava,735.8,546.9,2193.6,0.071405407,0.55343703,0.743272628
Nucifraga_caryocatactes,Eurasian Nutcracker,3722,121.4,Eurasian Nutcracker,3022,125.5,Eurasian Nutcracker,2443,145.35,1279,0.032616873,0.041528789,0.059496521
Nyctyornis_athertoni,Blue-bearded Bee-eater,1839.6,793,Blue-bearded Bee-eater,649.5,281,Blue-bearded Bee-eater,137.5,9.6,1702.1,0.431071972,0.432640493,0.069818182
Oriolus_traillii,Maroon Oriole,2677,371.275,Maroon Oriole,1640.5,1107.25,Maroon Oriole,232.2,113.15,2444.8,0.138690699,0.674946663,0.487295435
Oriolus_xanthornus,Black-hooded Oriole,536,35.325,Black-hooded Oriole,150,-22,Black-hooded Oriole,44,-29.6,492,0.065904851,-0.146666667,-0.672727273
Orthotomus_sutorius,Common Tailorbird,1551.325,-60.375,Common Tailorbird,981,0,Common Tailorbird,137,16.825,1414.325,-0.038918344,0,0.122810219
Otus_lettia,Collared Scops-Owl,1425,-31.5,Collared Scops-Owl,1425,0,Collared Scops-Owl,638.75,-99.75,786.25,-0.022105263,0,-0.156164384
Otus_spilocephalus,Mountain Scops-Owl,2474,55.8,Mountain Scops-Owl,1837,889,Mountain Scops-Owl,676.1,193.275,1797.9,0.022554568,0.483941208,0.285867475
Paradoxornis_unicolor,Brown Parrotbill,3269.7,54.9,Brown Parrotbill,2677,7,Brown Parrotbill,2416.4,-11,853.3,0.016790531,0.002614867,-0.004552226
Parus_ater,Coal Tit,3892.75,-80.3,Coal Tit,3266.5,-153,Coal Tit,2641.65,62.05,1251.1,-0.020628091,-0.046839124,0.023489107
Parus_dichrous,Gray-crested Tit,3807.9,-80.775,Gray-crested Tit,3331.5,-57.5,Gray-crested Tit,2677,-25.7,1130.9,-0.021212479,-0.017259493,-0.009600299
Parus_major,Cinereous Tit,1713.8,164.3,Cinereous Tit,837,34,Cinereous Tit,111.65,9.7,1602.15,0.09586883,0.040621266,0.086878639
Parus_monticolus,Green-backed Tit,3137,172.975,Green-backed Tit,2252,-18.5,Green-backed Tit,962.9,-109.65,2174.1,0.055140261,-0.00821492,-0.113874753
Parus_rubidiventris,Rufous-vented Tit,3994.45,141.75,Rufous-vented Tit,3447,45,Rufous-vented Tit,2805.7,67.975,1188.75,0.035486738,0.01305483,0.024227466
Parus_spilonotus,Yellow-cheeked Tit,2575.8,97.6,Yellow-cheeked Tit,2002,124,Yellow-cheeked Tit,1287.05,485.95,1288.75,0.037891141,0.061938062,0.377568859
Parus_xanthogenys,Himalayan Black-lored Tit,2328,-242.25,Himalayan Black-lored Tit,1417,30.5,Himalayan Black-lored Tit,714,92.8,1614,-0.104059278,0.021524347,0.129971989
Passer_domesticus,House Sparrow,1854,238.975,House Sparrow,981,-339,House Sparrow,121.7,4.15,1732.3,0.12889698,-0.345565749,0.034100247
Passer_montanus,Eurasian Tree Sparrow,2674.375,-173.225,Eurasian Tree Sparrow,1425,0,Eurasian Tree Sparrow,402.75,-107.225,2271.625,-0.064772143,0,-0.266232154
Passer_rutilans,Russet Sparrow,3185.325,45.8,Russet Sparrow,2357,21,Russet Sparrow,1402,-146.875,1783.325,0.014378439,0.008909631,-0.104761056
Pavo_cristatus,Indian Peafowl,602.025,-267.775,Indian Peafowl,187,-5.5,Indian Peafowl,93.5,-3.375,508.525,-0.444790499,-0.029411765,-0.036096257
Pellorneum_ruficeps,Puff-throated Babbler,1402,375.8,Puff-throated Babbler,469,255,Puff-throated Babbler,151.9,9.9,1250.1,0.268045649,0.543710021,0.065174457
Pericrocotus_ethologus,Long-tailed Minivet,3434,585.075,Long-tailed Minivet,1836.75,605,Long-tailed Minivet,548.75,405.4,2885.25,0.170377111,0.329386144,0.738769932
Pericrocotus_flammeus,Scarlet Minivet,2710.4,736.55,Scarlet Minivet,1016,353,Scarlet Minivet,186.6,67.225,2523.8,0.271749557,0.347440945,0.360262594
Pericrocotus_solaris,Gray-chinned Minivet,2656,468.1,Gray-chinned Minivet,1713,547,Gray-chinned Minivet,618.775,65.725,2037.225,0.17624247,0.319322825,0.106217931
Phaenicophaeus_tristis,Green-billed Malkoha,1687.3,-27.45,Green-billed Malkoha,640,-178.5,Green-billed Malkoha,138.7,0.5,1548.6,-0.016268595,-0.27890625,0.003604903
Phoenicurus_frontalis,Blue-fronted Redstart,4217,932.45,Blue-fronted Redstart,2805,417,Blue-fronted Redstart,1522,268.675,2695,0.221116908,0.148663102,0.176527595
Phylloscopus_affinis,Tickell's Leaf Warbler,3782.55,307.65,Tickell's Leaf Warbler,2145,686.25,Tickell's Leaf Warbler,332.125,235.1,3450.425,0.081334021,0.31993007,0.707866014
Phylloscopus_chloronotus,Lemon-rumped Warbler,3611,725.1,Lemon-rumped Warbler,2546,613.5,Lemon-rumped Warbler,1264.25,491.75,2346.75,0.200803102,0.240966222,0.38896579
Phylloscopus_humei,Hume's Warbler,2814.5,920.625,Hume's Warbler,1425,0,Hume's Warbler,577.725,87.2,2236.775,0.327100728,0,0.150936864
Phylloscopus_maculipennis,Ashy-throated Warbler,3439.5,646.85,Ashy-throated Warbler,2574.75,511,Ashy-throated Warbler,1636.975,671.05,1802.525,0.188065126,0.19846587,0.409932956
Phylloscopus_pulcher,Buff-barred Warbler,4116,1371.1,Buff-barred Warbler,2847,946,Buff-barred Warbler,1175.05,508.825,2940.95,0.333114674,0.332279593,0.433024127
Phylloscopus_reguloides,Blyth's Leaf Warbler,3250.4,544.75,Blyth's Leaf Warbler,2425,686,Blyth's Leaf Warbler,1422.65,1276,1827.75,0.167594758,0.282886598,0.896917724
Phylloscopus_trochiloides,Greenish Warbler,4116,2076.45,Greenish Warbler,1667.5,1007,Greenish Warbler,126.6,33.4,3989.4,0.504482507,0.603898051,0.263823065
Phylloscopus_xanthoschistos,Gray-hooded Warbler,2421.575,-224.9,Gray-hooded Warbler,1461,-83.75,Gray-hooded Warbler,693.2,-110.875,1728.375,-0.09287344,-0.057323751,-0.159946624
Picus_canus,Gray-headed Woodpecker,1891.6,-404.375,Gray-headed Woodpecker,1186,325.5,Gray-headed Woodpecker,209.625,1.075,1681.975,-0.213774054,0.274451939,0.005128205
Picus_chlorolophus,Lesser Yellownape,1954.2,238.25,Lesser Yellownape,802,-11,Lesser Yellownape,158.6,24,1795.6,0.121916897,-0.013715711,0.151324086
Picus_flavinucha,Greater Yellownape,2169.525,125.575,Greater Yellownape,970.5,150.75,Greater Yellownape,163.75,22.45,2005.775,0.057881333,0.155332303,0.137099237
Pnoepyga_albiventer,Scaly-breasted Cupwing,3478.95,569.5,Scaly-breasted Cupwing,2463,620,Scaly-breasted Cupwing,1412,533.25,2066.95,0.163698817,0.251725538,0.377655807
Pnoepyga_pusilla,Pygmy Cupwing,2713,533.8,Pygmy Cupwing,2046,1216,Pygmy Cupwing,798.9,603.8,1914.1,0.196756358,0.594330401,0.75578921
Pomatorhinus_erythrogenys,Rusty-cheeked Scimitar-Babbler,1903.8,-82.35,Rusty-cheeked Scimitar-Babbler,1425,0,Rusty-cheeked Scimitar-Babbler,767,-46,1136.8,-0.043255594,0,-0.059973924
Pomatorhinus_ruficollis,Streak-breasted Scimitar-Babbler,3050.85,258.85,Streak-breasted Scimitar-Babbler,2367,34.25,Streak-breasted Scimitar-Babbler,1665,27.65,1385.85,0.084845207,0.014469793,0.016606607
Pomatorhinus_schisticeps,White-browed Scimitar-Babbler,2555.95,706.075,White-browed Scimitar-Babbler,960.5,162,White-browed Scimitar-Babbler,437.95,269.45,2118,0.276247579,0.168662155,0.615252883
Prinia_crinigera,Striated Prinia,1810.7,-757.75,Striated Prinia,1084.5,-291.5,Striated Prinia,611,23.375,1199.7,-0.418484564,-0.26878746,0.038256956
Prunella_collaris,Alpine Accentor,5051.4,-127.9,Alpine Accentor,4166,313,Alpine Accentor,2705.5,281.125,2345.9,-0.025319713,0.075132021,0.103908704
Prunella_strophiata,Rufous-breasted Accentor,4104,674.05,Rufous-breasted Accentor,2738,186.5,Rufous-breasted Accentor,1805.3,47.2,2298.7,0.164242203,0.068115413,0.026145239
Psarisomus_dalhousiae,Long-tailed Broadbill,1845.6,93.5,Long-tailed Broadbill,926.5,207,Long-tailed Broadbill,349.75,204.1,1495.85,0.050661032,0.223421479,0.583559685
Psittacula_alexandri,Red-breasted Parakeet,440.3,-21.35,Red-breasted Parakeet,172,6,Red-breasted Parakeet,76,-5.4,364.3,-0.048489666,0.034883721,-0.071052632
Psittacula_krameri,Rose-ringed Parakeet,1457.5,4.5,Rose-ringed Parakeet,1344,-9,Rose-ringed Parakeet,90,-17,1367.5,0.003087479,-0.006696429,-0.188888889
Pycnonotus_cafer,Red-vented Bulbul,1979,31.65,Red-vented Bulbul,981,72,Red-vented Bulbul,99,-12,1880,0.015992926,0.073394495,-0.121212121
Pycnonotus_jocosus,Red-whiskered Bulbul,1221.6,303.275,Red-whiskered Bulbul,211,-31,Red-whiskered Bulbul,82.45,-10,1139.15,0.248260478,-0.146919431,-0.121285628
Pycnonotus_leucogenys,Himalayan Bulbul,1977.625,-262.825,Himalayan Bulbul,981,0,Himalayan Bulbul,440,33,1537.625,-0.132899311,0,0.075
Pycnonotus_melanicterus,Black-crested Bulbul,880.75,-246.1,Black-crested Bulbul,360,60,Black-crested Bulbul,127.8,10.325,752.95,-0.279420948,0.166666667,0.080790297
Pycnonotus_striatus,Striated Bulbul,2695,231.55,Striated Bulbul,1910,171,Striated Bulbul,1282,205.9,1413,0.085918367,0.089528796,0.160608424
Pyrrhocorax_pyrrhocorax,Red-billed Chough,4326.1,100.625,Red-billed Chough,2962,114,Red-billed Chough,2262,23.775,2064.1,0.02325998,0.038487508,0.01051061
Pyrrhula_erythrocephala,Red-headed Bullfinch,3884.75,41.225,Red-headed Bullfinch,3140,160.5,Red-headed Bullfinch,1991.25,-191.4,1893.5,0.010612008,0.05111465,-0.096120527
Rhipidura_albicollis,White-throated Fantail,2652,332.6,White-throated Fantail,1744.5,1119,White-throated Fantail,118.9,-15.75,2533.1,0.125414781,0.64144454,-0.132464256
Rhyacornis_fuliginosa,Plumbeous Redstart,2838.7,233.6,Plumbeous Redstart,2207,655,Plumbeous Redstart,420.575,187.4,2418.125,0.08229119,0.296782963,0.445580455
Saxicola_caprata,Pied Bushchat,1574.2,40.325,Pied Bushchat,1336.25,101.25,Pied Bushchat,163.6,58.1,1410.6,0.025616186,0.075771749,0.355134474
Saxicola_ferreus,Gray Bushchat,3137,798.95,Gray Bushchat,2219,618.5,Gray Bushchat,1197,872.475,1940,0.254686006,0.278729157,0.728884712
Saxicola_torquatus,Siberian Stonechat,2309,525,Siberian Stonechat,583,169.5,Siberian Stonechat,104,12.1,2205,0.227371156,0.290737564,0.116346154
Seicercus_affinis,White-spectacled Warbler,2488.175,387,White-spectacled Warbler,1739,0,White-spectacled Warbler,1176.9,196.825,1311.275,0.155535684,0,0.167240207
Seicercus_castaniceps,Chestnut-crowned Warbler,2724.1,185.05,Chestnut-crowned Warbler,2089,356.5,Chestnut-crowned Warbler,981,361,1743.1,0.067930693,0.170655816,0.367991845
Seicercus_poliogenys,Gray-cheeked Warbler,2487.5,-3,Gray-cheeked Warbler,1784,374.5,Gray-cheeked Warbler,1029.55,680.05,1457.95,-0.00120603,0.209921525,0.6605313
Seicercus_whistleri,Whistler's Warbler,3301.6,621.575,Whistler's Warbler,2654.5,1195,Whistler's Warbler,1716.8,1203.075,1584.8,0.188264781,0.450178941,0.70076596
Sitta_castanea,Chestnut-bellied Nuthatch,1963.825,-314.25,Chestnut-bellied Nuthatch,714,94,Chestnut-bellied Nuthatch,162.35,28.475,1801.475,-0.16001935,0.131652661,0.17539267
Sitta_frontalis,Velvet-fronted Nuthatch,1906.225,131.35,Velvet-fronted Nuthatch,848,14,Velvet-fronted Nuthatch,166.4,39.225,1739.825,0.068905822,0.016509434,0.235727163
Sitta_himalayensis,White-tailed Nuthatch,3015.5,196.75,White-tailed Nuthatch,2282,107,White-tailed Nuthatch,1556,513.725,1459.5,0.065246228,0.046888694,0.330157455
Stachyris_chrysaea,Golden Babbler,2472.5,121.05,Golden Babbler,1595,-9.5,Golden Babbler,515,-81.6,1957.5,0.048958544,-0.005956113,-0.158446602
Stachyris_nigriceps,Gray-throated Babbler,2014.8,-233.15,Gray-throated Babbler,945,38,Gray-throated Babbler,230.65,-74.275,1784.15,-0.115718682,0.04021164,-0.322024713
Stachyris_ruficeps,Rufous-capped Babbler,2955.9,167.4,Rufous-capped Babbler,2134,151.75,Rufous-capped Babbler,1468,1025.85,1487.9,0.056632498,0.07111059,0.698807902
Stigmatopelia_chinensis,Spotted Dove,1739.2,161.35,Spotted Dove,981,652,Spotted Dove,75.925,-6.375,1663.275,0.092772539,0.664627931,-0.083964439
Streptopelia_decaocto,Eurasian Collared-Dove,1351.9,22.575,Eurasian Collared-Dove,156,21,Eurasian Collared-Dove,47,-13.625,1304.9,0.01669872,0.134615385,-0.289893617
Streptopelia_orientalis,Oriental Turtle-Dove,3229,180.05,Oriental Turtle-Dove,2147,488.75,Oriental Turtle-Dove,771,574.2,2458,0.055760297,0.227643223,0.744747082
Sturnus_contra,Asian Pied Starling,336.3,-71.5,Asian Pied Starling,152,8,Asian Pied Starling,67.45,-6.4,268.85,-0.212607791,0.052631579,-0.0948851
Sturnus_malabaricus,Chestnut-tailed Starling,1443.25,182.675,Chestnut-tailed Starling,798.75,592,Chestnut-tailed Starling,82.8,2.4,1360.45,0.126571973,0.741158059,0.028985507
Sylviparus_modestus,Yellow-browed Tit,3281.1,423.8,Yellow-browed Tit,2590,163,Yellow-browed Tit,1739,5.4,1542.1,0.129164,0.062934363,0.003105233
Tarsiger_chrysaeus,Golden Bush-Robin,4209.5,1402.65,Golden Bush-Robin,3389,1512.5,Golden Bush-Robin,1684.7,712.575,2524.8,0.333210595,0.446296843,0.422968481
Tarsiger_cyanurus,Himalayan Bluetail,3897.4,970.975,Himalayan Bluetail,2801,516,Himalayan Bluetail,1708.6,503.5,2188.8,0.249134038,0.184219921,0.294685708
Tesia_castaneocoronata,Chestnut-headed Tesia,3146,753.5,Chestnut-headed Tesia,2500,761,Chestnut-headed Tesia,1495.05,786.525,1650.95,0.23951049,0.3044,0.526086084
Tesia_cyaniventer,Gray-bellied Tesia,2588.325,592.45,Gray-bellied Tesia,1762.5,883.5,Gray-bellied Tesia,840.825,703.1,1747.5,0.228893203,0.501276596,0.836202539
Tesia_olivea,Slaty-bellied Tesia,2489.6,850.05,Slaty-bellied Tesia,1739,1119,Slaty-bellied Tesia,541.25,394,1948.35,0.341440392,0.64347326,0.727944573
Treron_apicauda,Pin-tailed Green-Pigeon,1002.225,91.875,Pin-tailed Green-Pigeon,447.25,109,Pin-tailed Green-Pigeon,221.1,86,781.125,0.091671032,0.243711571,0.38896427
Treron_sphenurus,Wedge-tailed Green-Pigeon,2839,589.85,Wedge-tailed Green-Pigeon,1814,227.5,Wedge-tailed Green-Pigeon,192.25,43.15,2646.75,0.207766819,0.125413451,0.224447334
Troglodytes_troglodytes,Eurasian Wren,4353.75,134.6,Eurasian Wren,3720,310.25,Eurasian Wren,2319.225,379.925,2034.525,0.030915877,0.083400538,0.163815499
Turdoides_striata,Jungle Babbler,1040,-40.875,Jungle Babbler,131,-109,Jungle Babbler,44,-40.3,996,-0.039302885,-0.832061069,-0.915909091
Turdus_albocinctus,White-collared Blackbird,3809.7,300.075,White-collared Blackbird,2769.5,197,White-collared Blackbird,2264.25,253.25,1545.45,0.078766045,0.071131973,0.11184719
Turdus_boulboul,Gray-winged Blackbird,2852,502.25,Gray-winged Blackbird,2033.5,268.75,Gray-winged Blackbird,518.2,253.65,2333.8,0.176104488,0.132161298,0.489482825
Upupa_epops,Eurasian Hoopoe,2859.95,363.55,Eurasian Hoopoe,2285.5,1660,Eurasian Hoopoe,147.4,64.35,2712.55,0.127117607,0.726318092,0.436567164
Urocissa_erythrorhyncha,Red-billed Blue-Magpie,1914.975,-151,Red-billed Blue-Magpie,1353,0,Red-billed Blue-Magpie,803.4,0.8,1111.575,-0.078852204,0,0.000995768
Urocissa_flavirostris,Yellow-billed Blue-Magpie,3434,59,Yellow-billed Blue-Magpie,2677,45,Yellow-billed Blue-Magpie,2114.2,132.8,1319.8,0.01718113,0.016809862,0.062813357
Vanellus_indicus,Red-wattled Lapwing,1577.075,103.2,Red-wattled Lapwing,242.5,11,Red-wattled Lapwing,85.5,2,1491.575,0.065437598,0.045360825,0.023391813
Xiphirhynchus_superciliaris,Slender-billed Scimitar-Babbler,3058.9,525.3,Slender-billed Scimitar-Babbler,2114.5,375.5,Slender-billed Scimitar-Babbler,1739,478.1,1319.9,0.171728399,0.177583353,0.27492812
Yuhina_flavicollis,Whiskered Yuhina,2827.3,129,Whiskered Yuhina,1986,247,Whiskered Yuhina,806.875,156.45,2020.425,0.04562657,0.124370594,0.193896204
Yuhina_gularis,Stripe-throated Yuhina,3383,555.95,Stripe-throated Yuhina,2636,842.5,Stripe-throated Yuhina,1701,792.9,1682,0.164336388,0.31961305,0.466137566
Yuhina_nigrimenta,Black-chinned Yuhina,2325.175,-329.35,Black-chinned Yuhina,1009.5,-109.25,Black-chinned Yuhina,498.45,-108.8,1826.725,-0.141645253,-0.108221892,-0.218276658
Yuhina_occipitalis,Rufous-vented Yuhina,3548,792.7,Rufous-vented Yuhina,2887,1119,Rufous-vented Yuhina,1739,874.8,1809,0.223421646,0.387599584,0.503047729
Zoothera_mollissima,Alpine Thrush,4317,1322.45,Alpine Thrush,2710,327.5,Alpine Thrush,2103.9,745.3,2213.1,0.306335418,0.120848708,0.354246875
Zosterops_palpebrosus,Indian White-eye,2277.65,15.275,Indian White-eye,989,-248,Indian White-eye,259.025,79.5,2018.625,0.006706474,-0.250758342,0.306920181